-6.184041089999999796e-01 -1.765914878172033381e-02
-6.181599683749999796e-01 -4.786099766612249978e-02
-6.179158277499999796e-01 -7.499758492252586728e-02
-6.176716871249999796e-01 -9.648641636424704071e-02
-6.174275464999999796e-01 -1.106344083890876268e-01
-6.171834058749999796e-01 -1.168174401276756147e-01
-6.169392652499999796e-01 -1.154406262104293729e-01
-6.166951246249999796e-01 -1.077199220701874766e-01
-6.164509839999999796e-01 -9.535901715158180691e-02
-6.162068433749999796e-01 -8.020311201901611509e-02
-6.159627027499999796e-01 -6.393870744187898914e-02
-6.157185621249999796e-01 -4.788409917013913136e-02
-6.154744214999999796e-01 -3.288705935536181957e-02
-6.152302808749999796e-01 -1.932136831654061859e-02
-6.149861402499999796e-01 -7.157285874879625552e-03
-6.147419996249999796e-01 3.925743885669893962e-03
-6.144978589999999796e-01 1.441417464913677393e-02
-6.142537183749999796e-01 2.484590166049675808e-02
-6.140095777499999796e-01 3.571931839619765098e-02
-6.137654371249999796e-01 4.743025364252410891e-02
-6.135212964999999796e-01 6.023542826257876487e-02
-6.132771558749999796e-01 7.423836594886207285e-02
-6.130330152499999796e-01 8.939277635411285727e-02
-6.127888746249999796e-01 1.055181733068365352e-01
-6.125447339999999796e-01 1.223224291225903926e-01
-6.123005933749999796e-01 1.394259992573056439e-01
-6.120564527499999796e-01 1.563828801623676767e-01
-6.118123121249999796e-01 1.726946227319387794e-01
-6.115681714999999796e-01 1.878164915004973401e-01
-6.113240308749999796e-01 2.011587324887502137e-01
-6.110798902499999796e-01 2.120894412130968076e-01
-6.108357496249999796e-01 2.199472354599976975e-01
-6.105916089999999796e-01 2.240711006153368878e-01
-6.103474683749999796e-01 2.238513139061731605e-01
-6.101033277499999796e-01 2.187998100987481875e-01
-6.098591871249999796e-01 2.086321409809459293e-01
-6.096150464999999796e-01 1.933483070193882936e-01
-6.093709058749999796e-01 1.732977170273248269e-01
-6.091267652499999796e-01 1.492146303070776003e-01
-6.088826246249999796e-01 1.222140524144742918e-01
-6.086384839999999796e-01 9.374338055229422539e-02
-6.083943433749999796e-01 6.549118277620011308e-02
-6.081502027499999796e-01 3.926030553130927664e-02
-6.079060621249999796e-01 1.681737794160223509e-02
-6.076619214999999796e-01 -2.654216877624870495e-04
-6.074177808749999796e-01 -1.075806635100613230e-02
-6.071736402499999796e-01 -1.389151874872010702e-02
-6.069294996249999796e-01 -9.432496025187045441e-03
-6.066853589999999796e-01 2.295080913030020202e-03
-6.064412183749999796e-01 2.044369315064626866e-02
-6.061970777499999796e-01 4.372511408232574587e-02
-6.059529371249999796e-01 7.053076347504756705e-02
-6.057087964999999796e-01 9.907439847735671767e-02
-6.054646558749999796e-01 1.275418362369712677e-01
-6.052205152499999796e-01 1.542343120558884451e-01
-6.049763746249999796e-01 1.776943962896140039e-01
-6.047322339999999796e-01 1.968051865980080251e-01
-6.044880933749999796e-01 2.108549265289869357e-01
-6.042439527499999796e-01 2.195609429859149697e-01
-6.039998121249999796e-01 2.230496038219497712e-01
-6.037556714999999796e-01 2.217935013219318463e-01
-6.035115308749999796e-01 2.165131238729770535e-01
-6.032673902499999796e-01 2.080564815394749245e-01
-6.030232496249999796e-01 1.972744504529430065e-01
-6.027791089999999796e-01 1.849105530797021946e-01
-6.025349683749999796e-01 1.715212011103741385e-01
-6.022908277499999796e-01 1.574366481827105257e-01
-6.020466871249999796e-01 1.427652624471982823e-01
-6.018025464999999796e-01 1.274361030187477761e-01
-6.015584058749999796e-01 1.112690026821343686e-01
-6.013142652499999796e-01 9.405823551289026196e-02
-6.010701246249999796e-01 7.565504065617677243e-02
-6.008259839999999796e-01 5.603514549197958355e-02
-6.005818433749999796e-01 3.533975191065916871e-02
-6.003377027499999796e-01 1.388226863756154839e-02
-6.000935621249999796e-01 -7.881594928626028951e-03
-5.998494214999999796e-01 -2.941606891636136881e-02
-5.996052808749999796e-01 -5.018828556904431776e-02
-5.993611402499999796e-01 -6.975421552324970187e-02
-5.991169996249999796e-01 -8.782726792451282793e-02
-5.988728589999999796e-01 -1.043119225498151809e-01
-5.986287183749999796e-01 -1.192925212501593224e-01
-5.983845777499999796e-01 -1.329782532651273275e-01
-5.981404371249999796e-01 -1.456164563170048998e-01
-5.978962964999999796e-01 -1.573944549916484470e-01
-5.976521558749999796e-01 -1.683529317663577385e-01
-5.974080152499999796e-01 -1.783308129252052787e-01
-5.971638746249999796e-01 -1.869543931918133395e-01
-5.969197339999999796e-01 -1.936743298531446444e-01
-5.966755933749999796e-01 -1.978451895768732482e-01
-5.964314527499999796e-01 -1.988346864985229001e-01
-5.961873121249999796e-01 -1.961445272046745125e-01
-5.959431714999999796e-01 -1.895225035823948634e-01
-5.956990308749999796e-01 -1.790462659727065919e-01
-5.954548902499999796e-01 -1.651628488306135512e-01
-5.952107496249999796e-01 -1.486742555912825836e-01
-5.949666089999999796e-01 -1.306677285638158104e-01
-5.947224683749999796e-01 -1.123985324339808189e-01
-5.944783277499999796e-01 -9.514142675542187899e-02
-5.942341871249999796e-01 -8.003284389666523446e-02
-5.939900464999999796e-01 -6.792791595984258579e-02
-5.937459058749999796e-01 -5.929425049141632403e-02
-5.935017652499999796e-01 -5.415803069405365072e-02
-5.932576246249999796e-01 -5.210914196850268548e-02
-5.930134839999999796e-01 -5.236279265609818795e-02
-5.927693433749999796e-01 -5.386727911805662405e-02
-5.925252027499999796e-01 -5.544204336188930660e-02
-5.922810621249999796e-01 -5.592729786564437644e-02
-5.920369214999999796e-01 -5.432620546539411455e-02
-5.917927808749999796e-01 -4.992246232127535432e-02
-5.915486402499999796e-01 -4.235953668622521873e-02
-5.913044996249999796e-01 -3.167245751071318810e-02
-5.910603589999999796e-01 -1.826886853728688573e-02
-5.908162183749999796e-01 -2.862731234974200990e-03
-5.905720777499999796e-01 1.362929089090092298e-02
-5.903279371249999796e-01 3.021324467355914617e-02
-5.900837964999999796e-01 4.594635275569514815e-02
-5.898396558749999796e-01 6.004969395903317353e-02
-5.895955152499999796e-01 7.198952051167649413e-02
-5.893513746249999796e-01 8.151746345522263570e-02
-5.891072339999999796e-01 8.866670986015987022e-02
